Narex 65403701;65403701;99;10
Narex 00647478;00647478;604;10
Narex 00614112;00614112;860;10
Narex 00647479;00647479;921;10
Narex 00647477;00647477;1208;10
Narex 00647503;00647503;655;10
Narex 00647504;00647504;891;10
Narex 66592725;66592725;204;10
Narex 00647664;00647664;368;10
Narex 00647673;00647673;1434;10
Narex 00647674;00647674;2254;10
Narex 00647675;00647675;265;10
Narex 00647676;00647676;1499;10
Narex 00778027;00778027;871;10
Narex 65403695;65403695;1690;10
Narex 66615326;66615326;112;10
Narex 65403700;65403700;139;10
Narex 65403701;65403701;99;10
Narex 65404819;65404819;163;10
Narex 00614698;00614698;716;10
Narex 00614692;00614692;778;10
Narex 00614696;00614696;798;10
Narex 00777950;00777950;819;10
Narex 00614699;00614699;378;10
Narex 00614693;00614693;481;10
Narex 00614697;00614697;511;10
Narex 00777951;00777951;573;10
Narex 00614695;00614695;60;10
Narex 00614694;00614694;30;10
Narex 65404820;65404820;101;10
Narex 65403576;65403576;122;10
Narex 00648610;00648610;245;10
Narex 00649087;00649087;245;10
Narex 00765495;00765495;245;10
Narex 65404674;65404674;368;10
Narex 65403690;65403690;245;10
Narex 00764439;00764439;481;10
Narex 00765461;00765461;707;10
Narex 65900050;65900050;502;10
Narex 65900051;65900051;605;10
Narex 00638095;00638095;306;10
Narex 00622528;00622528;135;10
Narex 00622527;00622527;669;10
Narex 00622526;00622526;330;10
Narex 00622495;00622495;972;10
Narex 00622541;00622541;1822;10
Narex 00778027;00778027;871;10
Narex 00618949;00618949;272;10
Narex 66835824;66835824;838;10
Narex 00835822;00835822;838;10
Narex 00617819;00617819;137;10
Narex 00617818;00617818;1146;10
Narex 00778028;00778028;820;10
Narex 00619362;00619362;120;10
Narex 00618211;00618211;153;10
Narex 00618212;00618212;153;10
Narex 00618213;00618213;153;10
Narex 00618214;00618214;153;10
Narex 00618215;00618215;153;10
Narex 00842315;00842315;163;10
Narex 00618083;00618083;400;10
Narex 00778028;00778028;820;10
Narex 00619363;00619363;112;10
Narex 00648610;00648610;245;10
Narex 00649087;00649087;245;10
Narex 00765495;00765495;245;10
Narex 65404674;65404674;368;10
Narex 65403690;65403690;245;10
Narex 00764439;00764439;481;10
Narex 65900050;65900050;502;10
Narex 65900051;65900051;605;10
Narex 00765461;00765461;707;10
Narex 00765550;00765550;3065;10
Narex 00632175;00632175;204;10
Narex 00632176;00632176;163;10
Narex 00632177;00632177;163;10
Narex 00632178;00632178;163;10
Narex 00632179;00632179;163;10
Narex 00632180;00632180;163;10
Narex 00632181;00632181;163;10
Narex 00632185;00632185;255;10
Narex 00632186;00632186;204;10
Narex 00632187;00632187;194;10
Narex 00632188;00632188;183;10
Narex 00632189;00632189;183;10
Narex 00632190;00632190;183;10
Narex 00632191;00632191;183;10
Narex 00632195;00632195;358;10
Narex 00632196;00632196;327;10
Narex 00632197;00632197;265;10
Narex 00632198;00632198;255;10
Narex 00632199;00632199;255;10
Narex 00632200;00632200;255;10
Narex 00632201;00632201;255;10
Narex 00632182;00632182;511;10
Narex 00632192;00632192;614;10
Narex 00632202;00632202;778;10
Narex 00632184;00632184;204;10
Narex 00632204;00632204;204;10
Narex 00487381;00487381;276;10
Narex 00592072;00592072;306;10
Narex 00778028;00778028;820;10
Narex 66633980;66633980;132;10
Narex 66633982;66633982;132;10
Narex 00648140;00648140;409;10
Narex 00648141;00648141;511;10
Narex 00648142;00648142;665;10
Narex 00631144;00631144;1018;10
Narex 65403725;65403725;1222;10
Narex 00648302;00648302;170;10
Narex 65403726;65403726;335;10
Narex 00630637;00630637;210;10
Narex 00647543;00647543;128;10
Narex 00614654;00614654;431;10
Narex 00615100;00615100;652;10
Narex 00615317;00615317;194;10
Narex 00647557;00647557;290;10
Narex 00647558;00647558;194;10
Narex 00647559;00647559;194;10
Narex 00647544;00647544;503;10
Narex 00647547;00647547;305;10
Narex 00647546;00647546;134;10
Narex 00647545;00647545;113;10
Narex 00630641;00630641;72;10
Narex 65403727;65403727;339;10
Narex 00614700;00614700;291;10
Narex 00630828;00630828;315;10
Narex 00635252;00635252;259;10
Narex 00763288;00763288;677;10
Narex 00763289;00763289;619;10
Narex 00647550;00647550;227;10
Narex 00647548;00647548;677;10
Narex 66630506;66630506;597;10
Narex 00763290;00763290;894;10
Narex 00765492;00765492;1351;10
Narex 00647549;00647549;371;10
Narex 00647698;00647698;528;10
Narex 00647694;00647694;1135;10
Narex 00647695;00647695;1876;10
Narex 00647696;00647696;2390;10
